angle	VV	VH	HV	HH
29	-47.60599314905993	-73.35240294537884	-73.35125402501474	-40.39766867522821
29.1	-41.63913769117453	-69.48464186658509	-69.48497224455953	-42.13316946354212
29.2	-38.39886482260458	-61.96636197072542	-61.9667274740921	-43.31594939526435
29.3	-36.69664646988078	-60.52573325088679	-60.52624238580647	-43.78887299051396
29.4	-35.78056391202691	-57.79769767132979	-57.79815962436545	-43.33007850525516
29.5	-36.06440865382233	-56.97141585226576	-56.97196239765987	-43.09588982485111
29.6	-37.20746580547513	-57.25234655731761	-57.25300219262813	-43.75969371279497
29.7	-39.61274507241789	-58.42622016561884	-58.42705287716058	-46.13747428056249
29.8	-42.95616812349082	-62.89547281190578	-62.89694129371612	-50.60772882113326
29.9	-47.63046044063862	-70.7339281385437	-70.73740669860805	-56.46156703826797
30	-46.59659945649447	-74.53841748411006	-74.53418607496667	-46.72743413966526
30.1	-42.48194865836575	-63.84339869476895	-63.84242009483007	-41.8582965022167
30.2	-40.22058984736924	-59.91122454288876	-59.91092495006993	-39.16786021415929
30.3	-39.46638558479728	-57.61665102905015	-57.61676082594177	-37.86803044252554
30.4	-38.89168527583811	-56.11497541570632	-56.11535854511501	-37.26771704243916
30.5	-38.88999149983677	-55.73454623939775	-55.73521161285118	-37.27808703244631
30.6	-39.45175157139123	-56.65229278140571	-56.65335550930293	-37.67068185541943
30.7	-40.6278512188435	-56.19229733914386	-56.19364958609193	-38.17917134645577
30.8	-41.90063636179943	-57.81328168402553	-57.81526343011408	-38.12475061893332
30.9	-42.23881120227448	-61.56671952021355	-61.57016175316702	-37.21912261666
31	-42.29205245592684	-64.89733283341731	-64.90240798791176	-36.06970264120855
31.1	-41.91767560448476	-66.86271202828775	-66.86495957141365	-35.25572038518325
31.2	-41.40321333018407	-63.11416600457845	-63.11209018004752	-34.83115869942199
31.3	-40.3727488488697	-60.23918499866804	-60.23710045837596	-35.50614851446122
31.4	-39.7052827074691	-58.56711511169956	-58.56537511332557	-36.93907660342992
31.5	-39.33075155643121	-57.67696363030724	-57.67555144383196	-39.61151091948653
31.6	-39.14486811340694	-57.59842442152367	-57.59728865216303	-44.92322570785344
31.7	-39.35581445110724	-58.08657734344087	-58.08580310166452	-56.97690324285509
31.8	-40.75199948515659	-59.8857426500015	-59.88542574550419	-47.81732172848148
31.9	-41.67476537115391	-62.07244262081085	-62.0732369931677	-42.30822570356813
32	-42.9446727749531	-63.1015564121644	-63.10358061818573	-40.36929449748335
32.1	-44.81368198804554	-63.36417453541556	-63.36610840593483	-39.81978181331946
32.2	-47.8214408228841	-61.25462590843179	-61.25550978376709	-40.49451524547984
32.3	-54.73834460405448	-58.45180971163703	-58.45177513475886	-42.51788054499777
32.4	-52.65825253186406	-57.28647959152595	-57.28585109016647	-44.19462833608584
32.5	-44.56654061375658	-57.34995548738703	-57.348717751474	-43.56473872583276
32.6	-40.27917442976688	-58.54617667946665	-58.54416345870649	-40.6013798687933
32.7	-37.55725705275424	-59.57888343422094	-59.5759560820475	-38.14606197978339
32.8	-36.01314151643099	-61.7691696289766	-61.76482463633019	-36.52034224164726
