angle	VV	VH	HV	HH
16.5	-28.81000541872771	-78.45486684855794	-78.45481868870608	-22.21429636392336
16.6	-28.71165894289867	-75.59913153482111	-75.59903770178622	-22.38627542593029
16.7	-28.1222124966332	-72.66938000582597	-72.66930145244962	-22.94787112725711
16.8	-27.59494203201768	-71.76163886450233	-71.76154215363294	-23.88628139529806
16.9	-27.43518107572211	-73.42029375340624	-73.42017935694953	-24.93791110190049
17	-27.71291190091126	-72.28943187444507	-72.28935287263204	-25.54004079709108
17.1	-28.22091111939084	-73.22988170039974	-73.22978462117253	-25.59880181210298
17.2	-28.56827590621016	-75.39406745220722	-75.3939296554472	-25.46976986562457
17.3	-28.37497011728735	-78.41225295481297	-78.41203258904903	-25.64018573283695
17.4	-27.72871512313214	-74.9497312344504	-74.94962330495787	-26.3680855785423
17.5	-27.24857329562442	-73.695206771545	-73.69526030290382	-27.60388249981297
17.6	-27.05499775214071	-71.75576949320927	-71.75589345347754	-29.08203559125078
17.7	-27.26255488225689	-72.86069934775418	-72.86087480910814	-30.0667405085953
17.8	-27.8964773979128	-80.39289881551711	-80.39311802730791	-30.05700827878728
17.9	-28.41701097610319	-76.01611470262833	-76.0159424922396	-29.87113470591519
18	-28.49782077142805	-74.15311164061644	-74.15301371485343	-29.96559278132519
18.1	-27.92791429448766	-70.67808257016107	-70.67808796934153	-30.93612016488639
18.2	-27.36306343780353	-71.91873959304382	-71.91881302201193	-32.76879470298211
18.3	-27.17735597802814	-72.52961927647148	-72.52960606240384	-35.25140291686679
18.4	-27.42221517253608	-73.30426932888739	-73.3042180522345	-37.08644520872526
18.5	-28.15687119102883	-72.60838502983725	-72.60837550923105	-37.01443891235672
18.6	-29.0005962928905	-73.62495837404261	-73.6251127465996	-36.22198500989636
18.7	-29.35052607570875	-74.19000252066047	-74.19038762180402	-36.48112302157278
18.8	-28.91090072940958	-73.21730973401696	-73.21766469523159	-38.00822219246593
18.9	-28.25246613515387	-71.7115260441586	-71.7116573588321	-41.66242999538024
19	-28.03539530552351	-69.41122750718506	-69.41120586746814	-48.36171472342988
19.1	-28.31974633611	-70.28675669181906	-70.28669101251363	-49.21140638240412
19.2	-29.27272258269378	-70.71279571257281	-70.71275235208743	-43.71222743032163
19.3	-30.45720016936534	-72.02036035595032	-72.02041184766	-41.99257835758289
19.4	-31.00611527044705	-73.31508652123594	-73.31518368324792	-43.07963055863703
19.5	-30.75121909859068	-73.50599535760004	-73.50613824488704	-45.71463512939451
19.6	-29.95360400377406	-73.3342086966654	-73.33433591243188	-48.09212809326282
19.7	-29.55854860847394	-73.54916076277499	-73.54926644451163	-43.78781432154401
19.8	-29.90387336036598	-74.37500687546985	-74.37509473365236	-40.05084604120821
19.9	-30.93713076908883	-72.95954211896901	-72.95951847946853	-37.91686589800092
20	-32.45029131846512	-71.63852714358042	-71.63850445358209	-37.25214388810737
20.1	-33.67243139867948	-74.6325362401487	-74.63264347908455	-37.74191459641918
20.2	-33.49449245913517	-75.37081352866126	-75.3710392851073	-38.71041266999526
20.3	-32.61072807652535	-75.73360796489474	-75.73370968664683	-39.19810644667165
20.4	-32.07530987828076	-72.66209056739952	-72.66207050254191	-38.03427790621368
20.5	-32.27480679717353	-74.26761653088091	-74.26753812496153	-36.16614284157205
20.6	-33.45752787893338	-75.11527800301468	-75.11520217967139	-34.87647057177382
20.7	-35.46044864990009	-74.81929838697724	-74.81936734172402	-34.21760619066467
20.8	-37.8147692138041	-75.2189756831352	-75.21922962382223	-34.48757385565084
20.9	-38.42698017880409	-72.89260061563145	-72.89283985600856	-35.37418180877186
21	-37.15549964150328	-73.63029398296912	-73.6305276696696	-36.19761254432265
21.1	-36.21623525916554	-71.88649211420196	-71.88659135474751	-36.06897679403468
21.2	-36.12361731157493	-72.02025792944644	-72.02028524230903	-35.05773292018218
21.3	-37.15751688978868	-72.95358027360432	-72.95352605349618	-33.72424474754526
21.4	-39.44905672715028	-74.89621715420125	-74.89622117907723	-33.02126601092159
21.5	-43.29530983804821	-73.04352665481171	-73.04364512065065	-33.19216644397515
21.6	-46.88769239357712	-74.17392005454239	-74.17417915180094	-34.03972287101578
21.7	-45.08564384544188	-71.7068240706609	-71.70703964368153	-35.18926393479273
21.8	-43.20036023469046	-71.74419718819007	-71.7443585885501	-35.86612246815319
21.9	-42.55619381390534	-70.2287671817011	-70.22885844726338	-35.17314245703176
22	-43.51123606533238	-70.73383634460792	-70.73392644705417	-33.99167510252758
22.1	-45.27268800452394	-70.16136794948147	-70.16141904852719	-33.12233915676889
22.2	-47.50868817145338	-73.42495532123594	-73.42507155079358	-32.96793156763349
22.3	-49.30189146394806	-73.91380312623015	-73.91392795300175	-33.68776814795721
22.4	-50.16769711085048	-72.59904662731587	-72.59924064868487	-35.01571624088977
22.5	-52.94328994141378	-72.13619956100973	-72.13641274712066	-36.38181799502067
22.6	-63.9281185383858	-72.48429471930905	-72.4845600442203	-36.49284889677992
22.7	-55.70541445335384	-71.34707498711299	-71.34730523610621	-35.36444046688943
22.8	-48.04073461458391	-72.592094387385	-72.59229763485992	-34.26060441345034
22.9	-44.16145612978746	-69.82476705249198	-69.82486900869468	-33.95073099184713
23	-41.99108999212379	-71.51750666085262	-71.51765272696861	-34.38194041460567
